"StartDate","EndDate","Date","TaxonVersionKey","TaxonName","Projection","Precision","SiteName","Recorder","ZeroAbundance","UnderValidation","Sampling.method","County","Abundance_Simplified","Type","lon","lat"
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002640","Agrostis stolonifera","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.95957211243258,53.2149317358357
1987-07-08,1987-07-08,1987-07-08,"NBNSYS0000002640","Agrostis stolonifera","OSI",100,"callowbeg","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Roscommon","Unknown","Plant",-7.94291147236253,53.3604831701995
1987-07-22,1987-07-22,1987-07-22,"NBNSYS0000002640","Agrostis stolonifera","OSI",100,"little brosna","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly & Tipperary","Unknown","Plant",-8.01044912399444,53.1430563453838
1987-07-08,1987-07-08,1987-07-08,"NBNSYS0000002657","Alopecurus geniculatus","OSI",100,"callowbeg","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Roscommon","Unknown","Plant",-7.94291147236253,53.3604831701995
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002667","Anthoxanthum odoratum","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.95957211243258,53.2149317358357
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000004445","Bellis perennis","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.95957211243258,53.2149317358357
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002691","Caltha palustris","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.95957211243258,53.2149317358357
1987-07-22,1987-07-22,1987-07-22,"NBNSYS0000002691","Caltha palustris","OSI",100,"little brosna","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly & Tipperary","Unknown","Plant",-8.01044912399444,53.1430563453838
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002872","Cardamine pratensis","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96256903238161,53.2113386472515
1987-07-08,1987-07-08,1987-07-08,"NBNSYS0000002872","Cardamine pratensis","OSI",100,"callowbeg","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Roscommon","Unknown","Plant",-7.94291147236253,53.3604831701995
1987-07-08,1987-07-08,1987-07-08,"NBNSYS0000002872","Cardamine pratensis","OSI",100,"callowbeg","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Roscommon","Unknown","Plant",-7.94291147236253,53.3604831701995
1987-07-22,1987-07-22,1987-07-22,"NBNSYS0000002872","Cardamine pratensis","OSI",100,"little brosna","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly & Tipperary","Unknown","Plant",-8.01044912399444,53.1430563453838
1987-07-23,1987-07-23,1987-07-23,"NHMSYS0000456844","Carex disticha","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96107145759143,53.2122366821628
1987-07-08,1987-07-08,1987-07-08,"NHMSYS0000456844","Carex disticha","OSI",100,"callowbeg","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Roscommon","Unknown","Plant",-7.94291147236253,53.3604831701995
1987-07-22,1987-07-22,1987-07-22,"NHMSYS0000456844","Carex disticha","OSI",100,"little brosna","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly & Tipperary","Unknown","Plant",-8.00297701796918,53.1394626219369
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002460","Carex nigra","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96256903238161,53.2113386472515
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002460","Carex nigra","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96107145759143,53.2122366821628
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002460","Carex nigra","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.95957211243258,53.2149317358357
1987-07-08,1987-07-08,1987-07-08,"NBNSYS0000002460","Carex nigra","OSI",100,"callowbeg","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Roscommon","Unknown","Plant",-7.94291147236253,53.3604831701995
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002460","Carex nigra","OSI",100,"little brosna","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly & Tipperary","Unknown","Plant",-8.00297701796918,53.1394626219369
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002436","Carex panicea","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96107145759143,53.2122366821628
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000002426","Carex rostrata","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96107145759143,53.2122366821628
1987-07-23,1987-07-23,1987-07-23,"NHMSYS0021232322","Centaurea nigra sens. lat. (=nigra/debeauxii)","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96256903238161,53.2113386472515
1987-07-23,1987-07-23,1987-07-23,"NBNSYS0000004496","Cirsium dissectum","OSI",100,"bullock island","S. Heery, I.J. Herbert","False","False","Field survey using 2 m x 2 m quadrats, recording higher plant species on a presence/absence basis","Offaly","Unknown","Plant",-7.96256903238161,53.2113386472515
2006-09-24,2006-09-24,2006-09-24,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"inishmore island","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.76257513686347,53.126502792275
2006-09-14,2006-09-14,2006-09-14,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"inisheer island","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.53945441552463,53.0530155205416
2006-09-14,2006-09-14,2006-09-14,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"inisheer island","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.53430944140513,53.0542861437407
2006-08-04,2006-08-04,2006-08-04,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"lough corrib","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.25169641446445,53.4300628782162
2006-09-21,2006-09-21,2006-09-21,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"black headpoulsallagh complex","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Clare","Unknown","Plant",-9.22101705489899,53.137483659022
2006-08-04,2006-08-04,2006-08-04,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"lough corrib","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.22588123616253,53.463091443803
2006-09-29,2006-09-29,2006-09-29,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"moneen mountain","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Clare","Unknown","Plant",-9.11513022582018,53.126409215218
2006-08-04,2006-08-04,2006-08-04,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"lough corrib","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.10825059091778,53.41597984789
2006-06-28,2006-06-28,2006-06-28,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"castlesampson esker","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Roscommon","Unknown","Plant",-8.08271117274981,53.4129316298984
2006-08-29,2006-08-29,2006-08-29,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"lough ree","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Longford/Roscommon/Westmeath","Unknown","Plant",-7.91524025549539,53.5585819614872
2006-07-04,2006-07-04,2006-07-04,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"ballyprior grassland","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Laois","Unknown","Plant",-7.12949051070074,52.9802770684497
2006-07-04,2006-07-04,2006-07-04,"NBNSYS0000004225","Prunella vulgaris","OSI",1000,"ballyprior grassland","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Laois","Unknown","Plant",-7.12773015827612,52.9900587092847
2006-09-24,2006-09-24,2006-09-24,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"inishmore island","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.7649179225293,53.1275284952115
2006-09-24,2006-09-24,2006-09-24,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"inishmore island","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.72141111595989,53.1222793296211
2006-09-21,2006-09-21,2006-09-21,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"black headpoulsallagh complex","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Clare","Unknown","Plant",-9.17656380297796,53.0970453868176
2006-09-29,2006-09-29,2006-09-29,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"moneen mountain","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Clare","Unknown","Plant",-9.11236559757358,53.1234787410498
2006-06-26,2006-06-26,2006-06-26,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"glenloughaun esker","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-8.2650809918076,53.2943521052449
2006-06-27,2006-06-27,2006-06-27,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"killeglan grassland","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Roscommon","Unknown","Plant",-8.20626251735984,53.4310578241181
2006-07-27,2006-07-27,2006-07-27,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"barrigone","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Limerick","Unknown","Plant",-9.03408281766472,52.5958000953485
2006-07-27,2006-07-27,2006-07-27,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"barrigone","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Limerick","Unknown","Plant",-9.03387850761362,52.5977789109717
2006-07-21,2006-07-21,2006-07-21,"NBNSYS0000002031","Pteridium aquilinum","OSI",1000,"kilduff devilsbit mountain","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Tipperary","Unknown","Plant",-7.90733612041712,52.8247254992544
2006-09-06,2006-09-06,2006-09-06,"NBNSYS0000002708","Ranunculus acris","OSI",1000,"inishmaan island","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.59642798125005,53.0736343521243
2006-09-14,2006-09-14,2006-09-14,"NBNSYS0000002708","Ranunculus acris","OSI",1000,"inisheer island","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.53430944140513,53.0542861437407
2006-07-04,2006-07-04,2006-07-04,"NBNSYS0000002708","Ranunculus acris","OSI",1000,"ballyprior grassland","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Laois","Unknown","Plant",-7.13111260798204,52.9795700734843
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003874","Salix aurita","OSI",1,"culleenscaltragh bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.97153286364225,54.2104177433525
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003778","Rumex acetosa","OSI",1,"lough bree","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.6676262906974,54.2043983974915
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003778","Rumex acetosa","OSI",1,"lough nacreeva","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.9529641691394,54.2214097484263
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000003778","Rumex acetosa","OSI",1,"toberscardan","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.69340330552024,54.0715861423474
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003778","Rumex acetosa","OSI",1,"turlough west of ballinvally","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.65590404918902,54.0562089249778
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002407","Rhynchospora alba","OSI",1,"culleenscaltragh bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.97153286364225,54.2104177433525
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002031","Pteridium aquilinum","OSI",1,"achonry bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.65147943063433,54.0867069425232
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003845","Quercus robur","OSI",1,"doo lough barnabrack","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.62467414641089,54.2147174747253
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000004275","Plantago lanceolata","OSI",1,"ballinvally turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.64484877672499,54.0572030133186
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002134","Potamogeton perfoliatus","OSI",1,"carroward bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.67776157058522,54.1925729309334
2011-07-19,2011-07-19,2011-07-19,"NHMSYS0000461832","Polygala serpyllifolia","OSI",1,"doobeg turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.63074681955902,54.0375396762468
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002669","Phalaris arundinacea","OSI",1,"knocknashammer lough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.49337613307483,54.2458889162838
2010-09-13,2010-09-13,2010-09-13,"NHMSYS0000461024","Phleum pratense","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003349","Potentilla erecta","OSI",1,"achonry bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.65147943063433,54.0867069425232
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003338","Potentilla palustris","OSI",1,"ballinvally turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.64484877672499,54.0572030133186
2010-09-13,2010-09-13,2010-09-13,"NBNSYS0000002709","Ranunculus repens","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000004786","Pinus contorta","OSI",1,"lough nacreeva","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.9529641691394,54.2214097484263
2010-09-13,2010-09-13,2010-09-13,"NHMSYS0000460927","Narthecium ossifragum","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000002499","Molinia caerulea","OSI",1,"leitrim south turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.69673641395491,54.053508824138
2010-09-13,2010-09-13,2010-09-13,"NBNSYS0000002499","Molinia caerulea","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002499","Molinia caerulea","OSI",1,"corkagh more","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.77498525658044,54.2557369643544
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003976","Menyanthes trifoliata","OSI",1,"lough nacreeva","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.9529641691394,54.2214097484263
2006-08-08,2006-08-08,2006-08-08,"NBNSYS0000002710","Ranunculus bulbosus","OSI",1000,"bricklieve mountains and keishcorran","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Sligo","Unknown","Plant",-8.42015855832787,54.0506145236637
2006-06-28,2006-06-28,2006-06-28,"NBNSYS0000002710","Ranunculus bulbosus","OSI",1000,"castlesampson esker","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Roscommon","Unknown","Plant",-8.08271117274981,53.4129316298984
2006-06-08,2006-06-08,2006-06-08,"NBNSYS0000002710","Ranunculus bulbosus","OSI",1000,"ridge road sw of rapemills","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Offaly","Unknown","Plant",-7.95078803113584,53.134878800725
2006-08-16,2006-08-16,2006-08-16,"NBNSYS0000002709","Ranunculus repens","OSI",1000,"bunduff lough and machairtrawaluamullaghmore","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Donegal","Unknown","Plant",-8.43168897156657,54.4523610033073
2006-08-08,2006-08-08,2006-08-08,"NBNSYS0000002709","Ranunculus repens","OSI",1000,"bricklieve mountains and keishcorran","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Sligo","Unknown","Plant",-8.36149139194927,54.0337353809361
2006-09-20,2006-09-20,2006-09-20,"NBNSYS0000002709","Ranunculus repens","OSI",1000,"galway bay complex","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Galway","Unknown","Plant",-9.08432014811096,53.1320941500632
2006-09-29,2006-09-29,2006-09-29,"NBNSYS0000002709","Ranunculus repens","OSI",1000,"east burren complex","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Clare","Unknown","Plant",-9.03070415409656,53.1404686195623
2006-08-17,2006-08-17,2006-08-17,"NBNSYS0000004135","Rhinanthus minor","OSI",1000,"st johns point","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Donegal","Unknown","Plant",-8.44335251027018,54.5730097393585
2006-08-08,2006-08-08,2006-08-08,"NBNSYS0000004135","Rhinanthus minor","OSI",1000,"bricklieve mountains and keishcorran","Dwyer, R., Crowley, W. & Wilson, F.","False","False","Field survey using 2m x 2m quadrats (DAFOR scale)","Sligo","Unknown","Plant",-8.35742893391345,54.0351759684528
2010-09-13,2010-09-13,2010-09-13,"NBNSYS0000003412","Prunus spinosa","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2011-07-17,2011-07-17,2011-07-17,"NHMSYS0000461214","Phragmites australis","OSI",100,"annaghmore coolavin bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.57880920086432,54.2835913736278
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000004198","Mentha aquatica","OSI",1,"knocknashammer lough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.49337613307483,54.2458889162838
2010-09-15,2010-09-15,2010-09-15,"NHMSYS0000460927","Narthecium ossifragum","OSI",1,"lough ioe bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.94318808012383,54.1960617047648
2010-09-16,2010-09-16,2010-09-16,"NHMSYS0000460927","Narthecium ossifragum","OSI",1,"toberscardan","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.69340330552024,54.0715861423474
2011-07-19,2011-07-19,2011-07-19,"NHMSYS0021060392","Potentilla anserina","OSI",1,"doobeg turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.63074681955902,54.0375396762468
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003349","Potentilla erecta","OSI",1,"culleenscaltragh bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.97153286364225,54.2104177433525
2011-07-19,2011-07-19,2011-07-19,"NBNSYS0000156751","Silene flos-cuculi","OSI",1,"doobeg turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.63074681955902,54.0375396762468
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002247","Luzula multiflora","OSI",1,"lough bree","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.6676262906974,54.2043983974915
2010-09-13,2010-09-13,2010-09-13,"NBNSYS0000003301","Lathyrus pratensis","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000004198","Mentha aquatica","OSI",1,"ballinvally turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.64484877672499,54.0572030133186
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003524","Lythrum salicaria","OSI",1,"cooney lough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.54151714386792,54.2040605181345
2010-09-13,2010-09-13,2010-09-13,"NBNSYS0000003524","Lythrum salicaria","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2011-07-21,2011-07-21,2011-07-21,"NHMSYS0000460927","Narthecium ossifragum","OSI",1,"carroward bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.67776157058522,54.1925729309334
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002499","Molinia caerulea","OSI",1,"lough bree","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.6676262906974,54.2043983974915
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003976","Menyanthes trifoliata","OSI",1,"doo lough barnabrack","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.62467414641089,54.2147174747253
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003976","Menyanthes trifoliata","OSI",1,"knocknashammer lough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.49337613307483,54.2458889162838
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000003976","Menyanthes trifoliata","OSI",1,"leitrim south turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.69673641395491,54.053508824138
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000003703","Angelica sylvestris","OSI",1,"achonry bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.65147943063433,54.0867069425232
2010-09-15,2010-09-15,2010-09-15,"NBNSYS0000002638","Agrostis capillaris","OSI",1,"culleenscaltragh bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.97153286364225,54.2104177433525
2010-09-13,2010-09-13,2010-09-13,"NBNSYS0100005722","Taraxacum agg.","OSI",1,"ardloy and aghalenane loughs","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.41217789540438,54.1035306814285
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002667","Anthoxanthum odoratum","OSI",1,"carroward bog","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.67776157058522,54.1925729309334
2010-09-16,2010-09-16,2010-09-16,"NBNSYS0000002640","Agrostis stolonifera","OSI",1,"leitrim south turlough","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.69673641395491,54.053508824138
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000002640","Agrostis stolonifera","OSI",1,"corkagh more","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.77498525658044,54.2557369643544
2011-07-21,2011-07-21,2011-07-21,"NBNSYS0000003191","Acer pseudoplatanus","OSI",1,"doo lough barnabrack","Peter Foss and Patrick Crushell","False","False","Site survey","Sligo","Unknown","Plant",-8.62467414641089,54.2147174747253
2010-09-17,2010-09-17,2010-09-17,"NHMSYS0000455771","Alnus glutinosa","OSI",1,"poulaphuca wood","Peter Foss, Siobhan Ryan and Barbara McInerney","False","False","Site survey","Sligo","Unknown","Plant",-8.67891360227919,54.2189431558924
2010-09-17,2010-09-17,2010-09-17,"NBNSYS0000003420","Prunus laurocerasus","OSI",1,"lake wood","Peter Foss, Siobhan Ryan and Barbara McInerney","False","False","Site survey","Sligo","Unknown","Plant",-8.6736878887359,54.218110014928
